Object,ra,dec,modelMag_u,modelMagErr_u,modelMag_g,modelMagErr_g,modelMag_r,modelMagErr_r,modelMag_i,modelMagErr_i,modelMag_z,modelMagErr_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z,fiberMag_u,fiberMagErr_u,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,fiberMag_i,fiberMagErr_i,fiberMag_z,fiberMagErr_z,fiber2Mag_u,fiber2MagErr_u,fiber2Mag_g,fiber2MagErr_g,fiber2Mag_r,fiber2MagErr_r,fiber2Mag_i,fiber2MagErr_i,fiber2Mag_z,fiber2MagErr_z,petroMag_u,petroMagErr_u,petroMag_g,petroMagErr_g,petroMag_r,petroMagErr_r,petroMag_i,petroMagErr_i,petroMag_z,petroMagErr_z,deVMag_u,deVMagErr_u,deVMag_g,deVMagErr_g,deVMag_r,deVMagErr_r,deVMag_i,deVMagErr_i,deVMag_z,deVMagErr_z,expMag_u,expMagErr_u,expMag_g,expMagErr_g,expMag_r,expMagErr_r,expMag_i,expMagErr_i,expMag_z,expMagErr_z,cModelMag_u,cModelMagErr_u,cModelMag_g,cModelMagErr_g,cModelMag_r,cModelMagErr_r,cModelMag_i,cModelMagErr_i,cModelMag_z,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,w1mpro,w2mpro,w3mpro,w4mpro
sdssj154640.45-000328.3,236.66854167,-0.05786111,22.486,0.2126138,21.71709,0.05321156,22.01208,0.1019459,21.66396,0.1117801,21.16172,0.2771452,22.3808,0.1913679,21.72791,0.05393615,22.00625,0.1017145,21.62895,0.1050006,21.10699,0.2622358,22.66859,0.2625791,21.88286,0.06744615,22.22455,0.1419237,21.77983,0.1064714,21.17511,0.3416177,23.04897,0.2473988,22.40128,0.07398386,22.68102,0.1438087,22.28472,0.1076839,21.61904,0.3253293,22.82759,0.4337468,21.76279,0.08655085,22.28599,0.2188909,21.82512,0.2290938,21.65366,0.7312313,22.48494,0.3066202,21.66152,0.1261967,22.01208,0.1624408,21.60257,0.1519879,21.16171,0.7560325,22.48495,0.3066179,21.66176,0.1293394,22.01179,0.1624209,21.59193,0.1526582,21.15718,0.7547828,22.48494,0.3066202,21.66176,0.1293394,22.01208,0.1624408,21.60257,0.1519879,21.16171,0.7560325,0.367624,0.2864501,0.1981649,0.1472577,0.1095327,22.11837,21.43064,21.81392,21.5167,21.05219,0,0,0,0
sdssj155108.96+321051.1,237.78733333,32.18086111,23.35406,0.3732878,22.06807,0.06420155,22.13997,0.09375186,22.2582,0.1576078,21.45284,0.258963,23.35471,0.3497199,22.09511,0.06265805,22.1601,0.08916456,22.27846,0.1471681,21.50757,0.2519655,23.05995,0.4016598,22.34916,0.09928693,22.59596,0.1814018,22.71331,0.3238556,21.55458,0.3807657,23.7337,0.441905,22.85688,0.1067544,22.99452,0.1731899,23.10011,0.295582,21.99301,0.3437198,22.35477,0.3389455,22.02657,0.1066767,22.5591,0.2584865,22.59693,0.4147491,21.318,0.470901,19.63883,0.2904102,22.07253,0.08195098,22.14047,0.09561373,22.26245,0.1753633,20.69966,0.2705891,20.6886,0.2928049,22.07612,0.08189579,22.1399,0.09563234,22.25358,0.1755286,21.01497,0.2726972,20.6886,0.2928049,22.07253,0.08195098,22.1399,0.09563234,22.26245,0.1753633,20.69966,0.2705891,0.1063197,0.08284363,0.05731084,0.0425881,0.03167772,23.24774,21.98523,22.08266,22.21561,21.42116,0,0,0,0
sdssj155200.53+175722.7,238.00220833,17.95630556,23.78235,0.6647802,21.55781,0.05086451,21.32201,0.05488883,21.31528,0.08302095,20.76339,0.1827261,23.53198,0.5336952,21.5761,0.04917666,21.37434,0.05355251,21.35975,0.07834049,20.84,0.3222037,23.717,0.5687127,21.88553,0.06930212,21.69382,0.08423263,21.65233,0.1338437,21.02836,0.2928833,23.97203,0.4568931,22.36438,0.07385198,22.14822,0.08670914,22.11504,0.136806,21.47201,0.2751079,23.43888,0.9709663,21.61425,0.08628318,21.45413,0.1095255,21.61056,0.2202428,21.02486,0.4478549,20.99331,0.5692891,21.55582,0.05071976,21.32076,0.06930854,21.36851,0.1097095,20.65882,0.180369,21.60025,0.5406566,21.55044,0.05069064,21.32201,0.06946558,21.36891,0.1096146,20.65694,0.1790629,21.60025,0.5406566,21.55582,0.05071976,21.32201,0.06946558,21.36851,0.1097095,20.65694,0.1790629,0.1456977,0.1135267,0.07853722,0.05836157,0.04341029,23.63665,21.44428,21.24347,21.25692,20.71998,16.366,15.692,12.406,8.571
sdssj155725.27+260252.8,239.35529167,26.048,24.86826,0.7278504,22.39619,0.08120412,21.94618,0.08448745,21.89514,0.1312642,21.66055,0.443596,24.87048,0.6978891,22.40827,0.07655309,21.98609,0.0802405,21.91689,0.1191703,21.72939,0.424069,23.89826,0.7475019,22.7938,0.137374,22.30052,0.1472451,22.37699,0.2866491,21.84516,0.709878,24.34191,0.5946632,23.24492,0.138706,22.78425,0.1526125,22.77183,0.2688253,22.13498,0.5630327,23.16938,0.7129419,22.39083,0.1551844,21.95678,0.1801257,22.14733,0.3714872,21.84986,1.131867,20.64616,0.3994585,22.42223,0.08190063,21.94131,0.1026825,21.90944,0.1742629,21.35815,0.4758361,21.38033,0.3477484,22.42499,0.081928,21.94611,0.1026873,21.91364,0.1742335,21.23995,0.4736689,20.64616,0.3994585,22.42499,0.081928,21.94326,0.1026847,21.91364,0.1742335,21.35815,0.4758361,0.2766762,0.2155842,0.1491402,0.1108271,0.08243502,24.59158,22.1806,21.79704,21.78431,21.57812,16.686,15.447,11.673,8.797
sdssj160103.85+195436.2,240.26604167,19.91005556,22.81853,0.3408588,21.61333,0.05151552,21.14469,0.04680719,20.73952,0.04875479,20.13638,0.1278229,22.87516,0.2577972,21.67325,0.05073697,21.25019,0.04540218,20.8507,0.04744599,20.18696,0.1185139,22.84496,0.2886735,22.01367,0.07427006,21.46868,0.07124517,21.08188,0.08117096,20.62427,0.2291728,23.38209,0.2483845,22.47569,0.07778265,21.97523,0.07696906,21.5737,0.08600799,21.00315,0.2146446,22.2212,0.4621348,21.74481,0.1140583,21.16643,0.110747,20.83756,0.1855898,20.72698,0.7037535,21.43108,0.3038808,21.66521,0.0704653,21.14469,0.04680719,20.76464,0.04870171,20.21258,0.1260366,22.06604,0.3000422,21.65967,0.07052734,21.16865,0.04680363,20.79393,0.04870127,20.21272,0.1260364,22.06604,0.3000422,21.65967,0.07052734,21.14958,0.04680832,20.76464,0.04870171,20.21272,0.1260364,0.140295,0.1093169,0.07562494,0.05619744,0.04180057,22.67823,21.50402,21.06906,20.68332,20.09457,16.658,15.699,12.166,8.72
sdssj160158.53+260926.1,240.493875,26.15725,23.0519,0.2890856,21.44191,0.03747346,21.39228,0.04955237,21.40892,0.07785684,21.31797,0.2422395,22.90987,0.3509262,21.44548,0.03714488,21.36176,0.0472521,21.40507,0.07348824,21.33462,0.2362395,23.06195,0.2360996,21.7185,0.05844377,21.72693,0.08748031,21.68456,0.1442718,21.5331,0.4100142,23.59823,0.3325972,22.20409,0.06288615,22.18947,0.09045848,22.16728,0.149702,21.90399,0.3563368,22.98711,0.4793404,21.44933,0.0657448,21.49003,0.09501661,21.40989,0.1452994,21.31042,0.443354,22.89236,0.2880484,21.41486,0.03745565,21.3921,0.05749989,21.38814,0.07780571,21.08645,0.3503065,22.82161,0.2870235,21.41512,0.03745612,21.39232,0.05750551,21.38792,0.07780556,21.17651,0.3448346,22.89236,0.2880484,21.41486,0.03745565,21.39232,0.05750551,21.38792,0.07780556,21.08645,0.3503065,0.2398222,0.1868678,0.1292743,0.09606465,0.07145445,22.81208,21.25504,21.263,21.31285,21.24652,0,0,0,0
sdssj161058.48+135244.3,242.74366667,13.87897222,23.56914,0.6033288,21.99972,0.07088361,21.69011,0.0722039,21.84407,0.1134582,21.6479,0.3576982,23.64272,0.5628095,22.06545,0.06632327,21.83157,0.0702869,21.98221,0.1080646,21.71982,0.3284239,23.4084,0.5936158,22.37595,0.1011716,22.09555,0.1156215,22.14182,0.1735233,21.73663,0.4409728,23.92099,0.5539371,22.8705,0.1075501,22.58437,0.1213711,22.64381,0.1804456,22.11094,0.3724001,22.86512,0.720563,22.09431,0.1509966,21.9096,0.2413524,21.71948,0.2258572,21.26912,0.5878063,21.87026,0.9465752,22.07877,0.08272975,21.71347,0.07235562,21.7232,0.1862884,18.86285,0.3934045,22.5968,0.9060178,22.07864,0.08272956,21.6901,0.07220392,21.79725,0.1840318,19.46856,0.3928513,22.5968,0.9060178,22.07877,0.08272975,21.6901,0.07220392,21.7232,0.1862884,18.86285,0.3934045,0.1965454,0.1531468,0.1059463,0.07872943,0.05856023,23.37259,21.84658,21.58417,21.76534,21.58934,0,0,0,0
sdssj161343.40+314524.8,243.43083333,31.75688889,26.0829,0.5810108,21.90627,0.0905957,21.7253,0.1146858,21.8595,0.1936014,22.04691,0.7516087,25.68291,0.7100121,22.00871,0.08930841,21.83978,0.1124249,21.94467,0.1814926,21.94079,0.6054131,25.56556,0.6567569,22.37817,0.1061174,22.22945,0.1422296,22.31163,0.2503382,22.57444,0.866302,25.16763,0.5408506,22.8671,0.1120227,22.66228,0.1414213,22.80652,0.2557424,22.45178,0.5607244,25.88449,1.199172,22.11717,0.18266,22.1581,0.3137704,21.92644,0.3995997,20.51328,0.8993641,25.98396,0.6718625,21.95193,0.1151156,21.72547,0.1146856,21.7854,0.2332251,22.00611,0.8208406,25.98429,0.6719212,21.94449,0.115597,21.74803,0.1146977,21.83151,0.2335438,22.00599,0.8209196,25.98429,0.6719212,21.94605,0.1154972,21.72547,0.1146856,21.7854,0.2332251,22.00599,0.8209197,0.1123269,0.08752438,0.06054896,0.04499437,0.03346754,25.97057,21.81874,21.66475,21.8145,22.01344,0,0,0,0
sdssj161353.27+201526.5,243.47195833,20.25736111,25.05092,0.6867943,21.74915,0.05073325,21.50871,0.06300107,21.6392,0.09563947,20.97607,0.228649,24.38338,0.7052382,21.73612,0.04968743,21.50522,0.05993522,21.63486,0.09106756,20.97882,0.2230673,25.79883,0.5355389,22.06178,0.07407162,21.90052,0.1027472,21.90911,0.1532999,21.20636,0.3463976,25.14696,0.5251544,22.52598,0.07769657,22.36639,0.1062334,22.41612,0.1615215,21.63369,0.3250758,26.15059,0.7006912,21.82158,0.08709184,21.606,0.1248934,21.53511,0.1671897,20.99747,0.4442698,25.12485,0.6850573,21.6974,0.05057457,21.50866,0.07207344,21.53821,0.1041867,19.55702,0.2143456,25.11961,0.6850088,21.69718,0.05056568,21.50871,0.07207355,21.59032,0.1037639,20.63546,0.230551,25.12485,0.6850573,21.69718,0.05056568,21.50871,0.07207355,21.59032,0.1037639,19.55702,0.2143457,0.3296489,0.2568602,0.1776947,0.1320462,0.09821812,24.72128,21.49228,21.33101,21.50716,20.87785,17.783,17.175,12.091,8.785
sdssj161447.97+354221.2,243.699875,35.70588889,24.77249,0.9939104,21.6796,0.05450651,21.46109,0.05919197,21.32866,0.08055682,21.38317,0.2767621,24.31643,0.9539635,21.66838,0.05486628,21.45394,0.0570523,21.31806,0.07745266,21.3699,0.2667827,25.05045,0.9467442,22.02867,0.07630401,21.9011,0.1027681,21.6829,0.1285566,21.37628,0.3440277,24.5459,0.6806576,22.50609,0.08072998,22.31811,0.1018289,22.17394,0.1346369,21.89545,0.3360507,25.3011,1.132306,21.79956,0.08021998,21.77868,0.1201113,21.36527,0.1296175,21.01027,0.3353498,28.99504,0.556415,21.67962,0.08172783,21.46109,0.05919197,21.32804,0.104918,20.69715,0.3625192,27.94181,0.5136758,21.674,0.0817331,21.461,0.0591926,21.32829,0.1049211,20.84631,0.3580216,28.99504,0.556415,21.67962,0.08172783,21.46109,0.05919197,21.32804,0.104918,20.69715,0.3625192,0.07225195,0.05629823,0.03894685,0.02894169,0.0215273,24.70024,21.6233,21.42215,21.29971,21.36164,0,0,0,0
sdssj162025.94+170721.5,245.10808333,17.12263889,22.51967,0.3433223,21.89071,0.07377953,21.79232,0.08837789,21.65967,0.1257979,21.78093,0.536469,22.54986,0.330396,21.95436,0.07252134,21.85652,0.0843196,21.75072,0.1214944,21.75147,0.4837188,22.94724,0.4484833,22.23978,0.09498443,22.12556,0.1301542,22.16357,0.2306074,22.65208,0.8444322,23.29156,0.4008417,22.72721,0.1006831,22.60976,0.1357136,22.61435,0.2289152,22.48817,0.5446568,22.73888,0.6867166,21.98189,0.1347147,21.83394,0.1869213,21.82749,0.3213954,23.47403,4.36369,22.30677,0.3752962,21.85941,0.09144443,21.8035,0.1144338,21.7026,0.1532841,21.76788,0.5246603,22.50058,0.3721806,21.86206,0.09168892,21.79232,0.11605,21.69449,0.1535605,21.76781,0.524654,22.50058,0.3721806,21.85941,0.09144443,21.79232,0.11605,21.70233,0.1532936,21.76788,0.5246603,0.1724247,0.1343521,0.09294418,0.06906749,0.05137352,22.34725,21.75636,21.69938,21.5906,21.72956,17.866,16.689,12.065,8.659
sdssj162327.66+312204.3,245.86525,31.36786111,24.47799,1.281723,21.36814,0.05279966,21.60453,0.08630139,21.39923,0.1127407,20.59356,0.1982196,24.47549,1.525883,21.46329,0.05321382,21.75053,0.08546403,21.53872,0.1107284,20.68392,0.1769432,22.91712,1.159167,21.89571,0.0692615,22.12414,0.1214651,21.87168,0.1491276,21.0084,0.2113033,23.65465,1.028605,22.37286,0.07347385,22.62209,0.1282585,22.38575,0.1583776,21.48872,0.1805595,23.93912,3.428116,21.5488,0.1523035,21.67404,0.2496691,21.55169,0.349528,20.85525,0.6768705,22.90805,12.99665,21.44538,0.05174247,21.60453,0.09284452,21.43085,0.1234809,20.4699,0.2180203,22.41681,12.11203,21.45015,0.0517448,21.64302,0.09111993,21.41178,0.1239115,20.50972,0.217664,22.41681,12.11203,21.45015,0.05174481,21.60453,0.09284452,21.41178,0.1239115,20.50972,0.217664,0.1032784,0.08047386,0.05567144,0.04136985,0.03077156,24.37471,21.28767,21.54886,21.35786,20.56278,17.37,15.926,11.701,8.526
sdssj162500.57+165705.8,246.252375,16.95161111,22.61548,0.3112765,21.90345,0.06507792,21.81552,0.0847563,22.14934,0.1750496,21.87005,0.5292563,22.57695,0.2919914,21.91434,0.06337883,21.83179,0.081794,22.17981,0.1696743,21.97358,0.5472476,22.70532,0.3623626,22.1965,0.08898956,22.12456,0.1300635,22.39386,0.2660299,21.82537,0.6162326,23.18774,0.3666501,22.70111,0.09586173,22.61119,0.1358446,22.85713,0.2635917,22.1713,0.5044376,22.1461,0.4022164,21.80093,0.1191273,21.86114,0.1833006,22.10486,0.37064,22.02457,1.242018,21.2655,0.3006471,21.8023,0.06506658,21.8112,0.08613866,21.73546,0.1848715,20.63204,0.5574904,22.00901,0.3057671,21.85303,0.06503732,21.81552,0.08618368,21.93752,0.1836094,20.9109,0.521228,21.2655,0.3006471,21.82671,0.06507072,21.81552,0.08618368,21.93752,0.1836094,20.63204,0.5574905,0.191061,0.1488734,0.10299,0.07653258,0.05692618,22.42442,21.75458,21.71253,22.0728,21.81312,17.748,17.135,12.04,9.045
sdssj162651.76+293111.3,246.71566667,29.51980556,23.67221,0.7839687,21.68319,0.06070735,21.64407,0.07851412,21.90299,0.1468231,22.47388,0.7610349,23.57017,0.7275369,21.67345,0.05924333,21.61817,0.07446285,21.88784,0.1411556,22.28551,0.6973191,24.13824,0.9113569,22.06787,0.07858727,22.11381,0.124669,22.29894,0.2199024,22.96771,0.850872,24.20133,0.6254668,22.54449,0.08294192,22.53001,0.1227587,22.73875,0.2152091,22.73169,0.5706512,22.38069,0.5949109,21.79419,0.1008025,21.86846,0.154014,22.02036,0.2628751,24.24817,0.6663753,23.51755,0.8484097,21.68299,0.08296702,21.64404,0.09294822,21.75697,0.1450592,22.47301,0.7608828,23.34745,0.8968314,21.68043,0.08300398,21.64407,0.09295072,21.72653,0.1448095,22.47303,0.7608346,23.34745,0.8968314,21.68043,0.08300398,21.64407,0.09295072,21.72653,0.1448095,22.47303,0.7608346,0.1204187,0.09382947,0.06491079,0.04823568,0.03587848,23.55179,21.58936,21.57915,21.85475,22.438,0,0,0,0
sdssj162806.01+331551.1,247.02504167,33.26419444,23.45825,0.8016668,21.42535,0.05603851,21.30659,0.06692667,21.6822,0.1407126,21.14624,0.3536313,23.27111,0.6841429,21.42581,0.05476998,21.30091,0.06460622,21.67667,0.1359205,21.12301,0.3618985,23.39314,0.6715987,21.77376,0.07030109,21.70694,0.1066045,21.91501,0.190096,21.55811,0.4314486,23.67144,0.5494189,22.25188,0.07453865,22.16831,0.1095793,22.43375,0.2017763,21.90863,0.3020942,24.88159,3.360518,21.46454,0.09745128,21.37471,0.1464109,21.58084,0.2637548,21.29408,0.8139312,22.99932,0.8289885,21.3903,0.05854603,21.30659,0.08144518,21.49417,0.172038,20.89355,0.4981335,23.08338,0.8031566,21.38525,0.05882649,21.30653,0.0814443,21.60747,0.1719581,21.07791,0.4849629,23.08338,0.8031566,21.38525,0.05882649,21.30659,0.08144518,21.60747,0.1719581,20.89355,0.4981335,0.08638053,0.06730712,0.04656275,0.03460112,0.02573687,23.37187,21.35805,21.26003,21.6476,21.1205,17.566,16.21,12.593,8.434
sdssj165525.54+322936.9,253.85641667,32.49358333,22.61625,0.309224,21.72297,0.05737266,21.68358,0.07452638,21.61816,0.1096238,20.87642,0.248806,22.64377,0.2937295,21.76808,0.05535791,21.74458,0.07175613,21.66291,0.1044562,20.76869,0.2040959,22.76059,0.3930321,22.04651,0.08322953,22.01163,0.120825,22.06879,0.2015365,21.56249,0.5496557,23.24968,0.3977671,22.55204,0.08989858,22.51006,0.1278949,22.49993,0.1976743,21.82644,0.4442449,23.03621,0.7929631,21.70299,0.09332945,21.71632,0.1514941,22.17314,0.3703291,21.97883,1.147948,22.22365,0.3026752,21.74164,0.06073249,21.67673,0.07453382,21.66732,0.1150699,20.91774,0.2544443,22.31715,0.2949533,21.74546,0.06072589,21.68358,0.07452639,21.6674,0.1150703,20.91762,0.2544452,22.22365,0.3026752,21.74546,0.06072589,21.67798,0.0745327,21.66732,0.1150699,20.91762,0.2544452,0.1182873,0.09216866,0.06376185,0.04738189,0.03524342,22.49796,21.6308,21.61981,21.57078,20.84117,17.936,16.923,12.809,9.237
sdssj170110.12+301502.9,255.29216667,30.25080556,24.2544,0.8123772,21.47056,0.04855602,21.40392,0.05782326,20.88154,0.05572844,20.76954,0.1869853,24.28595,0.7957684,21.47146,0.04664072,21.43732,0.05532219,20.92135,0.05401456,20.72162,0.1648588,23.34618,0.5978393,21.78538,0.07077207,21.75428,0.09762773,21.2155,0.09405278,21.05274,0.3321899,24.10953,0.6350391,22.26797,0.0754085,22.23042,0.1019619,21.7114,0.09974356,21.59601,0.3445702,22.50825,0.5172994,21.47717,0.08786704,21.47185,0.1146469,20.95433,0.1124755,20.4696,0.3188738,20.29993,0.5111849,21.4914,0.05852526,21.40307,0.0749127,20.84675,0.05985301,20.49401,0.1882885,19.45214,0.4941345,21.49117,0.05851965,21.40391,0.07493214,20.85409,0.0596316,20.52601,0.1942904,19.45214,0.4941345,21.4914,0.05852526,21.40361,0.07492509,20.84675,0.05985301,20.52601,0.1942904,0.139155,0.1084287,0.07501045,0.0557408,0.04146092,24.11524,21.36213,21.32891,20.8258,20.72808,16.407,15.714,11.88,8.551
sdssj170558.64+273624.8,256.49433333,27.60688889,23.03162,0.2902083,21.41165,0.03811313,20.93018,0.03740107,20.69467,0.05040046,19.92052,0.08103757,22.93794,0.2531763,21.44514,0.03784613,20.94668,0.03629031,20.70755,0.04846411,19.91855,0.07565875,23.24846,0.4306279,21.67941,0.05698638,21.26023,0.0622435,20.99463,0.08659727,20.29463,0.1629866,23.67764,0.3956279,22.193,0.06275318,21.75262,0.06653598,21.51477,0.0939088,20.7677,0.1670899,22.65677,0.5045042,21.31818,0.07647873,20.99281,0.07554986,20.59408,0.102375,19.95305,0.1966977,21.20715,0.2816216,21.36609,0.04178438,20.9302,0.04997958,20.60511,0.05030598,19.93427,0.08085001,21.89729,0.2768476,21.37428,0.04162625,20.93033,0.04997737,20.68321,0.05034289,19.93369,0.0808508,21.20715,0.2816216,21.37428,0.04162625,20.9302,0.04997958,20.60511,0.05030598,19.93427,0.08085001,0.3911368,0.3047711,0.2108393,0.1566762,0.1165383,22.64048,21.10688,20.71934,20.53799,19.80398,15.047,13.863,10.238,7.689
sdssj171908.90+310438.6,259.78708333,31.07738889,22.8326,0.2972387,21.44325,0.04132216,21.4301,0.05494013,21.06757,0.05888135,20.6432,0.1475584,22.83482,0.2885065,21.44893,0.04514506,21.42561,0.05326898,21.06263,0.05679323,20.56371,0.1323823,23.31404,0.483985,21.76741,0.06080339,21.73753,0.09332491,21.43843,0.1097755,21.14777,0.2901633,23.57526,0.3956421,22.24063,0.06452081,22.20957,0.09702867,21.86949,0.109621,21.51503,0.261923,23.66069,0.9843745,21.51183,0.07238002,21.5089,0.1112381,21.28496,0.1444104,21.00092,0.3821096,22.76284,0.2964633,21.42445,0.04338381,21.42263,0.07002564,21.06733,0.05886957,20.61337,0.1477043,22.72435,0.2959523,21.42467,0.04337348,21.4301,0.07005589,21.06741,0.0588693,20.60842,0.1477278,22.72435,0.2959523,21.42445,0.04338381,21.42637,0.07004113,21.06741,0.0588693,20.60842,0.1477278,0.1591207,0.1239858,0.08577278,0.06373837,0.04740964,22.67348,21.31927,21.34433,21.00383,20.59579,17.115,15.667,12.117,8.827
sdssj212055.57+065244.7,320.23154167,6.87908333,24.13167,0.6848837,21.95179,0.05689085,21.75279,0.07369634,21.84006,0.1109509,21.13878,0.2336061,23.6808,0.5187845,21.92861,0.05344212,21.74008,0.06879304,21.81349,0.1069885,21.10693,0.2189882,24.03837,0.8206573,22.24242,0.05980867,22.06692,0.129247,22.45502,0.1566753,21.24647,0.3526673,24.26082,0.5978657,22.726,0.05773196,22.55767,0.1354843,22.79383,0.1317094,21.6744,0.3296588,25.61434,1.005682,21.98838,0.1210132,21.8547,0.1611311,22.48014,0.413276,21.43503,0.63527,24.12501,0.681574,21.9546,0.05688929,21.75278,0.07369637,21.84166,0.1108748,21.03163,0.2749193,24.12502,0.6815546,21.95463,0.05688914,21.68056,0.07396612,21.84176,0.1108743,21.03019,0.270887,24.12501,0.681574,21.9546,0.05688929,21.74825,0.07372481,21.84166,0.1108748,21.03163,0.2749193,0.2602544,0.2027885,0.1402881,0.1042491,0.07754219,23.87141,21.749,21.61251,21.73581,21.06124,0,0,0,0
sdssj212951.40-001804.3,322.46416667,-0.30119444,24.27854,0.6886437,22.12486,0.07198299,22.07336,0.08766991,21.93672,0.1134832,22.68724,0.5493066,24.29095,0.7094051,22.08175,0.08059485,22.0476,0.101257,21.8596,0.1200967,22.66282,0.6062041,23.80995,6.396608,22.00211,0.0696284,21.88373,0.1459926,21.82996,0.2008389,22.27976,1.124809,24.15877,0.636901,22.50297,0.0673783,22.41364,0.1582924,22.36009,0.215622,22.31095,0.7626463,24.16089,1.049023,22.39335,0.1619284,22.16759,0.2256667,22.1812,0.3124884,22.87571,1.416216,23.90303,2.488185,22.1245,0.09838069,22.07342,0.1604597,21.9351,0.1133554,22.67432,1.290667,23.91379,2.353526,22.1247,0.0984214,22.07336,0.1604601,21.93624,0.1133416,22.66556,1.338669,23.91379,2.353526,22.1245,0.09838069,22.07336,0.1604601,21.9351,0.1133554,22.67432,1.290667,0.2247274,0.175106,0.1211375,0.09001818,0.06695699,24.05381,21.94975,21.95223,21.8467,22.62029,16.22,15.358,11.407,8.748
sdssj213557.35-032130.0,323.98895833,-3.35833333,21.95873,0.1704935,21.39276,0.04400551,21.06862,0.04740379,20.69687,0.05098689,20.22716,0.10605,22.03087,0.1686966,21.42677,0.04447464,21.09695,0.0450608,20.71527,0.04846893,20.27136,0.1006945,21.99798,0.19903,21.7268,0.06208897,21.44308,0.07972957,21.12086,0.09419634,20.57132,0.1861634,22.5941,0.2302037,22.22294,0.06723288,21.92428,0.08399434,21.60258,0.09872931,21.04161,0.1888267,21.59653,0.2264896,21.45634,0.07924651,21.13973,0.1006555,20.82375,0.1308185,20.02144,0.2384772,21.16658,0.1574009,21.39668,0.06295235,21.06867,0.05578134,20.726,0.05086534,19.67933,0.1047795,21.30987,0.1580871,21.39977,0.06288416,21.07526,0.05562065,20.72607,0.05086453,20.21167,0.1053904,21.16658,0.1574009,21.39668,0.06295235,21.06867,0.05578134,20.72607,0.05086453,20.21167,0.1053904,0.1658458,0.1292259,0.08939789,0.06643222,0.04941336,21.79288,21.26354,20.97923,20.63043,20.17775,16.988,15.469,11.952,8.31
sdssj213843.08-010133.6,324.6795,-1.026,23.65152,0.6074271,21.86016,0.06878505,21.64736,0.08020312,21.80505,0.1351476,21.44861,0.3812504,23.68697,0.579374,21.90037,0.06653567,21.71776,0.07442835,21.86567,0.1241445,21.64774,0.4087472,23.48362,0.6137506,22.24274,0.1098724,21.99053,0.149973,22.05171,0.2358813,21.68659,0.5969313,24.09093,0.5857394,22.71515,0.1142919,22.48142,0.1569472,22.57482,0.2497337,22.08694,0.5148531,22.94925,0.8139757,21.97253,0.1329386,21.7881,0.2010361,21.57111,0.2740717,20.81976,0.5871193,22.48677,0.5982745,21.84071,0.06878135,21.64735,0.08718583,21.65929,0.134186,20.96873,0.4248933,22.49031,0.5564638,21.86035,0.06881127,21.69533,0.08634397,21.76955,0.1327402,21.19412,0.4111344,22.49031,0.5564638,21.84071,0.06878135,21.64735,0.08718583,21.71218,0.1337197,21.19412,0.4111344,0.2374121,0.1849899,0.1279752,0.09509926,0.07073639,23.41411,21.67517,21.51938,21.70995,21.37787,17.5,15.668,11.832,8.833
sdssj214609.96+005504.6,326.5415,0.91794444,25.3332,0.9928053,22.56916,0.1505749,22.03209,0.1214218,22.46328,0.2573273,22.07076,0.5720597,25.37434,0.957317,22.57181,0.1464469,22.03558,0.117672,22.47251,0.2505065,22.10536,0.5678563,25.30077,0.8393067,22.97031,0.1911104,22.46026,0.1781408,22.77497,0.351632,22.17753,0.6284435,24.65021,0.6733444,23.41043,0.188786,22.86276,0.1712598,23.1915,0.3259141,22.46661,0.4703333,26.13661,0.8270251,22.77775,0.2600042,22.6318,0.347258,22.83233,0.6102059,22.07688,0.9693846,25.31973,0.9934906,22.31477,0.1499151,22.0427,0.1269086,22.388,0.4475339,21.63128,0.6675376,25.42031,1.06527,22.47623,0.1507968,22.03209,0.1269638,22.36976,0.4494919,21.72074,0.6545958,25.31973,0.9934906,22.47623,0.1507968,22.03663,0.1269419,22.38603,0.4477571,21.72074,0.6545958,0.3285015,0.2559661,0.1770762,0.1315866,0.09787624,25.0047,22.3132,21.85502,22.33169,21.97288,0,0,0,0
sdssj215341.33+041132.7,328.42220833,4.19241667,22.40451,0.2727466,21.35497,0.03946224,21.19095,0.05387821,20.93694,0.05859102,20.41371,0.148379,22.36751,0.2470495,21.37943,0.04288043,21.21418,0.05218225,20.9625,0.05527799,20.41573,0.1349704,23.0829,0.5924096,21.68969,0.06034409,21.4834,0.09055001,21.23443,0.106207,20.57484,0.2506078,23.35575,0.4967045,22.17664,0.06482637,21.97761,0.09610185,21.73829,0.1130623,21.13181,0.27253,22.40203,0.6493788,21.4012,0.0810147,21.23422,0.1355636,20.84431,0.1382523,20.12215,0.2992983,22.17844,0.2827539,21.35655,0.04618604,21.19198,0.06094343,20.94179,0.07417911,20.1892,0.15374,22.41726,0.2792708,21.35346,0.04634663,21.19097,0.06101769,20.94771,0.07411186,20.36587,0.1512987,22.17844,0.2827539,21.35655,0.04618604,21.19097,0.06101769,20.94179,0.07417911,20.20918,0.1537109,0.3103073,0.2417893,0.1672687,0.1242986,0.09245532,22.0942,21.11318,21.02369,20.81264,20.32126,17.478,16.988,11.989,8.578
