Object,ra,dec,modelMag_u,modelMagErr_u,modelMag_g,modelMagErr_g,modelMag_r,modelMagErr_r,modelMag_i,modelMagErr_i,modelMag_z,modelMagErr_z,psfMag_u,psfMagErr_u,psfMag_g,psfMagErr_g,psfMag_r,psfMagErr_r,psfMag_i,psfMagErr_i,psfMag_z,psfMagErr_z,fiberMag_u,fiberMagErr_u,fiberMag_g,fiberMagErr_g,fiberMag_r,fiberMagErr_r,fiberMag_i,fiberMagErr_i,fiberMag_z,fiberMagErr_z,fiber2Mag_u,fiber2MagErr_u,fiber2Mag_g,fiber2MagErr_g,fiber2Mag_r,fiber2MagErr_r,fiber2Mag_i,fiber2MagErr_i,fiber2Mag_z,fiber2MagErr_z,petroMag_u,petroMagErr_u,petroMag_g,petroMagErr_g,petroMag_r,petroMagErr_r,petroMag_i,petroMagErr_i,petroMag_z,petroMagErr_z,deVMag_u,deVMagErr_u,deVMag_g,deVMagErr_g,deVMag_r,deVMagErr_r,deVMag_i,deVMagErr_i,deVMag_z,deVMagErr_z,expMag_u,expMagErr_u,expMag_g,expMagErr_g,expMag_r,expMagErr_r,expMag_i,expMagErr_i,expMag_z,expMagErr_z,cModelMag_u,cModelMagErr_u,cModelMag_g,cModelMagErr_g,cModelMag_r,cModelMagErr_r,cModelMag_i,cModelMagErr_i,cModelMag_z,cModelMagErr_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z,w1mpro,w2mpro,w3mpro,w4mpro
sdssj084949.57+044330.9,132.45654167,4.72525,24.58488,0.6547297,21.9262,0.06119909,21.48869,0.05022618,21.42411,0.06054591,21.01794,0.1848383,24.52829,0.6465925,21.89021,0.05764215,21.48432,0.04813074,21.4375,0.05797008,21.00535,0.1745846,24.14522,0.8303841,22.24454,0.09188409,21.86517,0.09921709,21.70287,0.1191474,21.46559,0.3823943,24.33497,0.589692,22.72919,0.09701992,22.32373,0.1019366,22.1813,0.1234456,21.80246,0.3280987,24.01177,0.8259779,22.01414,0.09059846,21.63934,0.0855107,21.43272,0.09999874,21.51884,0.4194108,21.34219,0.5706386,21.9207,0.06571355,21.4883,0.05022651,21.35546,0.08107257,20.98811,0.1850668,22.59684,0.5132042,21.92081,0.06571889,21.48862,0.05022622,21.35465,0.08191584,20.97353,0.1853012,21.34219,0.5706386,21.92081,0.06571889,21.48862,0.05022622,21.35546,0.08107257,20.98811,0.1850668,0.2443796,0.1904189,0.1317309,0.09789021,0.07281233,24.3405,21.73578,21.35696,21.32622,20.94513,0,0,0,0
sdssj090612.64+030900.4,136.55266667,3.15011111,22.29751,0.210437,21.69723,0.05499573,21.69606,0.08561076,21.70584,0.09937472,21.96029,0.4320948,22.22485,0.1920315,21.71348,0.05705488,21.67434,0.08819204,21.71127,0.1004133,21.9404,0.4980628,22.47726,0.2515332,21.90749,0.07552826,22.02327,0.1280106,22.07795,0.1919293,21.78977,0.5982569,22.89015,0.2457369,22.40446,0.08115172,22.48883,0.1313214,22.50059,0.1868703,22.05659,0.4724551,22.49958,0.462759,21.74145,0.1158874,21.84185,0.1984896,21.90823,0.304832,22.34583,1.50189,21.91672,0.2108858,21.58934,0.05748802,21.69592,0.1329881,21.69301,0.118293,21.96033,0.9065753,22.20728,0.2103981,21.58705,0.05742539,21.69606,0.1329992,21.69231,0.1182955,21.96002,0.9067966,22.20728,0.2103981,21.58934,0.05748802,21.69606,0.1329992,21.69301,0.118293,21.96002,0.9067966,0.1357807,0.1057994,0.07319152,0.05438914,0.04045553,22.16173,21.59143,21.62287,21.65145,21.91984,0,0,0,0
sdssj091025.50+042944.4,137.60625,4.49566667,23.14636,0.5808413,23.5434,0.3247266,21.46255,0.08961589,21.66394,0.1416857,21.31341,0.3454678,22.96058,0.4854212,23.52143,0.3079965,21.46894,0.08827738,21.67839,0.1361932,21.38807,0.3517368,23.10918,0.4890844,23.75577,0.3660329,21.89043,0.1161792,22.10198,0.211169,21.34763,0.3752098,23.546,0.459171,24.24637,0.3459844,22.34458,0.1184184,22.54509,0.2088151,21.91944,0.3803256,21.16009,0.3396701,21.81034,0.261672,21.10666,0.2212874,21.46369,0.4694234,19.66315,0.3363229,22.70355,0.5431345,19.27095,0.1287002,21.46272,0.09071101,21.55881,0.1390477,17.27506,0.1940283,22.61781,0.5166842,17.96442,0.100719,21.46603,0.09070496,21.53413,0.1387059,16.99091,0.1709882,22.61781,0.5166842,19.27095,0.1287002,21.46272,0.09071101,21.55881,0.1390477,17.27506,0.1940283,0.1932139,0.150551,0.1041505,0.07739497,0.05756764,22.95315,23.39285,21.35839,21.58654,21.25584,0,0,0,0
sdssj091301.33+034207.6,138.25554167,3.70211111,25.62646,0.6643696,21.89034,0.0759044,21.86459,0.0965404,21.64781,0.1144575,22.16006,0.6551419,25.57539,0.7596127,21.94954,0.07549596,21.99347,0.103846,21.77324,0.1145746,22.22521,0.7349619,24.33055,0.8707444,22.18446,0.09573101,22.12685,0.1474698,21.85749,0.1534008,22.18873,0.832413,24.77484,0.5984267,22.68618,0.1023956,22.68114,0.1627842,22.43818,0.1722354,22.30681,0.5860956,25.22749,1.397192,22.13115,0.1582167,22.04882,0.2417823,21.67623,0.2299142,22.68448,1.72997,25.59915,0.9798566,21.9682,0.08314086,21.86456,0.1224465,21.57479,0.1260578,22.18186,0.7410385,25.59923,0.9797541,21.96813,0.08314183,21.88048,0.1223325,21.56871,0.1257823,22.16432,0.7493198,25.59923,0.9797542,21.96813,0.08314183,21.86497,0.122444,21.57479,0.1260578,22.16432,0.7493198,0.1802087,0.1404174,0.09714013,0.07218552,0.05369277,25.44625,21.74992,21.76745,21.57562,22.10636,0,0,0,0
sdssj091357.87+005530.7,138.491125,0.92519444,24.18906,0.7534124,22.25006,0.09139132,21.96787,0.09389859,21.80748,0.1135839,21.69632,0.3431481,24.25978,0.7638656,22.22733,0.08507708,21.98644,0.08950898,21.82599,0.1069474,21.68917,0.3234853,24.05008,0.747824,22.64171,0.1410483,22.27698,0.1472147,22.21356,0.2028342,21.87611,0.4693353,24.39327,0.5581359,23.07362,0.1405029,22.73979,0.1499792,22.64073,0.1973563,22.25958,0.3873113,23.84126,1.099121,22.55289,0.2188396,22.06332,0.1971772,22.10817,0.3028617,21.17026,0.4707606,19.82521,0.4293892,22.26566,0.09097706,21.96785,0.09795901,21.65564,0.112676,18.8274,0.3803524,18.6768,0.3516601,22.26583,0.0909762,21.97897,0.09791619,21.68857,0.112818,21.06784,0.4133413,18.6768,0.3516601,22.26583,0.0909762,21.96815,0.09795801,21.68857,0.112818,21.06784,0.4133413,0.1051494,0.0819317,0.05667997,0.04211929,0.03132901,24.08391,22.16813,21.91119,21.76536,21.66499,0,0,0,0
sdssj094308.14+380923.0,145.78391667,38.15638889,25.41474,0.5531785,21.34476,0.03698024,21.05616,0.04272638,21.06395,0.0580502,20.77647,0.1798107,25.29586,0.5703263,21.35632,0.0378067,21.08524,0.04073595,21.06875,0.05402096,20.82223,0.1720435,25.21266,0.8228227,21.67473,0.05615675,21.42858,0.07340208,21.39016,0.1011549,21.43439,0.4350798,25.02905,0.5864994,22.17088,0.06092035,21.89953,0.07680964,21.89274,0.1076201,21.83583,0.3905323,25.8426,0.7900233,21.38605,0.05901895,21.18525,0.08259222,21.15675,0.1139901,21.09793,0.4744392,25.40704,0.5517575,21.35565,0.04504662,21.05795,0.05643471,21.08327,0.06127718,20.73212,0.1989779,25.40758,0.5520339,21.36022,0.0450125,21.05618,0.056477,21.08403,0.06127732,20.70691,0.1993998,25.40758,0.5520339,21.35565,0.04504662,21.05618,0.056477,21.08327,0.06127718,20.70691,0.1993998,0.0792856,0.0617788,0.04273829,0.03175913,0.02362296,25.33546,21.28298,21.01342,21.03219,20.75284,17.675,17.235,12.3,9.047
sdssj094826.45+035834.5,147.11020833,3.97625,23.46925,0.5429748,21.84877,0.06896392,22.09848,0.1212089,21.57904,0.1053292,21.14293,0.2769553,23.5032,0.5477278,21.84888,0.06751084,22.08138,0.1159625,21.5874,0.103855,21.0948,0.2581341,23.41178,0.5178486,22.2266,0.09473573,22.57923,0.1973771,21.83374,0.1466227,21.58512,0.4623633,24.08174,0.5181738,22.68915,0.0980694,22.94354,0.1828794,22.36262,0.1577106,21.89608,0.3845467,22.53521,0.3895282,21.91357,0.1084056,22.73711,0.3634279,21.42783,0.1576648,21.26514,0.5562581,20.95063,0.4805268,21.76452,0.06879196,22.09848,0.1328461,21.33032,0.1166827,20.86192,0.2731813,22.61414,0.4713994,21.79798,0.06885456,22.09835,0.1328448,21.43536,0.115831,20.8192,0.2707472,22.61414,0.4713994,21.79798,0.06885456,22.09848,0.1328461,21.43536,0.115831,20.86192,0.2731813,0.1587855,0.1237246,0.08559208,0.06360409,0.04730976,23.31046,21.72504,22.01289,21.51544,21.09562,0,0,0,0
sdssj095819.35+013530.5,149.580625,1.59180556,23.55986,0.6672966,21.48907,0.05400292,21.45812,0.09195551,21.45371,0.1404371,21.8241,0.5335222,23.4424,0.5880281,21.51846,0.05001751,21.49921,0.09375374,21.489,0.1381095,21.75432,0.4901502,23.26617,0.4334938,21.8808,0.05470895,21.89693,0.1190502,21.89902,0.1979258,22.13598,0.7584615,23.55145,0.4201597,22.34769,0.05583942,22.33502,0.1195236,22.30344,0.1903644,22.36493,0.5605446,23.85304,1.513589,21.67931,0.136187,21.60379,0.2003109,21.59,0.4064606,22.35945,1.848383,23.5595,1.059431,21.53298,0.07066099,21.45368,0.1049059,21.41541,0.1563686,21.84956,1.094703,23.5595,1.05945,21.53289,0.07065932,21.45814,0.1051838,21.4234,0.1564559,21.84965,1.094656,23.5595,1.05945,21.53289,0.07065932,21.45814,0.1051838,21.4234,0.1564558,21.84956,1.094703,0.08650931,0.06740747,0.04663217,0.0346527,0.02577524,23.47335,21.42167,21.41149,21.41906,21.79832,0,0,0,0
sdssj100133.85+415107.9,150.39104167,41.85219444,22.50623,0.2980279,21.05989,0.04247174,21.2968,0.07608393,20.98676,0.08003666,20.73416,0.2881967,22.36682,0.2374121,21.12812,0.04667616,21.40281,0.0762096,21.1207,0.07869918,20.79314,0.2727619,22.75442,0.3302583,21.50384,0.05051424,21.73471,0.1062253,21.37736,0.1173037,20.97799,0.3249635,23.1644,0.3151381,21.99653,0.0547557,22.22475,0.1118335,21.91216,0.1279815,21.53515,0.3430157,22.38155,0.5385908,21.06651,0.07779481,21.33179,0.165392,20.94311,0.1834371,21.52903,1.395202,21.99523,0.2804993,21.03737,0.05920549,21.27722,0.09186333,20.88241,0.0976507,20.43765,0.3178332,22.05392,0.2833326,21.05705,0.05873618,21.29681,0.09259605,20.98185,0.0959821,20.45185,0.3166182,22.05392,0.2833325,21.03868,0.05917561,21.29681,0.09259605,20.88241,0.0976507,20.45185,0.3166182,0.06196152,0.04827999,0.03339988,0.02481969,0.01846129,22.44427,21.01161,21.2634,20.96194,20.7157,0,0,0,0
sdssj100210.53+381245.0,150.543875,38.2125,23.45505,0.6901917,21.56478,0.07226333,22.00457,0.1325345,22.00026,0.1958741,21.42153,0.5245103,23.1098,0.3248493,21.60427,0.06850224,22.07477,0.1255109,22.04702,0.17857,21.48882,0.5079162,23.54618,0.3045274,22.09238,0.06673924,22.56454,0.1992461,22.69244,0.3430467,21.91854,0.5588022,23.61703,0.6632139,22.4819,0.07460572,22.9318,0.1850533,23.03765,0.3035588,21.99156,0.3911732,23.77955,1.054471,21.82804,0.1079115,22.40756,0.2896256,22.63324,0.5595158,22.20642,1.124041,22.51947,0.644451,21.60411,0.07205603,22.00459,0.1325345,22.03753,0.1993057,21.3863,0.8066247,22.66722,0.6231436,21.60444,0.07205504,22.02293,0.1326057,22.03593,0.1993238,21.46511,0.778911,22.66722,0.6231436,21.60444,0.07205504,22.00459,0.1325345,22.03593,0.1993238,21.38711,0.8063891,0.06231492,0.04855536,0.03359038,0.02496125,0.01856658,23.39274,21.51622,21.97098,21.9753,21.40297,17.65,16.635,11.952,8.48
sdssj100345.59+061708.7,150.93995833,6.28575,22.83963,0.2899842,21.89966,0.06968553,21.62527,0.06193264,21.7377,0.08749142,21.04121,0.2122275,22.85029,0.2732776,21.90826,0.06959864,21.67491,0.05842878,21.77846,0.08013864,21.05628,0.2041311,23.31137,0.5111998,22.31968,0.1004811,22.01223,0.1134027,22.07611,0.1686514,21.45714,0.3842402,23.61464,0.4303852,22.75842,0.1017545,22.4878,0.1177503,22.53866,0.1701001,21.81079,0.3336373,23.47701,0.8592915,22.08351,0.1116332,21.80633,0.1277894,21.82907,0.1827444,21.33832,0.4765702,22.86481,0.3358706,21.91581,0.06935294,21.63037,0.06902688,21.739,0.08769644,20.86385,0.2483666,22.86553,0.3358365,21.91479,0.0693536,21.62526,0.06951755,21.74861,0.08763681,20.93878,0.2461408,22.86488,0.3358673,21.91581,0.06935294,21.62526,0.06951755,21.739,0.08769644,20.86385,0.2483666,0.1048221,0.08167671,0.05650357,0.04198821,0.03123151,22.73481,21.81798,21.56877,21.69571,21.00998,17.52,16.657,12.51,8.192
sdssj101448.79+451444.7,153.70329167,45.24575,22.85287,0.40824,21.94459,0.08556452,22.0909,0.1346587,21.86081,0.1694472,20.55545,0.1940024,22.73697,0.3657807,21.93569,0.08464169,22.05621,0.1273216,21.80785,0.1579859,20.52567,0.1852494,22.95572,0.3846,22.2661,0.09905905,22.51485,0.1900051,22.28267,0.2283696,20.9432,0.2692664,23.62131,0.4295172,22.769,0.1059946,22.90666,0.1805096,22.64814,0.2102071,21.44669,0.2739871,22.31821,0.3664446,21.97534,0.1298386,22.51781,0.3053969,22.75853,0.6133955,20.75315,0.3660714,21.49854,0.3566324,21.81671,0.09885459,22.09093,0.1587937,21.86034,0.1768873,20.19866,0.1936412,22.08307,0.3597339,21.85057,0.09899566,22.0909,0.1587943,21.86032,0.1768874,20.44866,0.1928288,21.49854,0.3566324,21.85057,0.09899566,22.0909,0.1587943,21.86032,0.1768874,20.44866,0.1928288,0.04912656,0.03827909,0.02648129,0.01967844,0.01463714,22.80375,21.90631,22.06442,21.84113,20.54082,17.799,16.765,12.092,8.973
sdssj103249.55+373649.0,158.20645833,37.61361111,22.51591,0.239689,21.46702,0.04978357,21.42355,0.06088511,21.33551,0.08915531,20.75338,0.206937,22.58705,0.2238768,21.55258,0.05030685,21.56163,0.05932164,21.50736,0.08542988,20.83638,0.1916444,22.83971,0.3090428,21.87954,0.06452398,21.78806,0.09058765,21.76899,0.155339,21.31818,0.3462878,23.31848,0.3092947,22.3779,0.06993195,22.31101,0.09852999,22.2747,0.1640161,21.7297,0.3174443,22.98868,1.071827,21.54438,0.1230266,21.36965,0.1356155,21.19497,0.2158588,20.83459,0.5380918,22.57914,0.2366357,21.48211,0.04973526,21.42355,0.08322658,21.25911,0.09625562,20.54,0.2242597,22.57491,0.2366669,21.50053,0.04974905,21.47448,0.08238421,21.36787,0.09533459,20.84406,0.2195471,22.57491,0.2366669,21.48211,0.04973526,21.42658,0.08318493,21.36787,0.09533459,20.84406,0.2195471,0.08227584,0.06410878,0.04435015,0.03295692,0.02451389,22.43364,21.40291,21.3792,21.30255,20.72887,0,0,0,0
sdssj104133.36+393325.4,160.389,39.55705556,22.3484,0.1839633,21.32958,0.03737068,21.34008,0.0529123,21.30945,0.06421301,20.88577,0.150622,22.34781,0.1664685,21.36968,0.04003989,21.40726,0.05304796,21.32966,0.06133132,20.90133,0.1338791,22.76653,0.3178859,21.63872,0.05821564,21.75424,0.09563046,21.70055,0.12195,21.09738,0.2605846,23.17131,0.3025762,22.1429,0.06341767,22.23149,0.0998802,22.17424,0.1257939,21.61603,0.264568,22.5565,0.3390816,21.34695,0.06249869,21.51335,0.0982783,21.44104,0.1229003,20.71292,0.2479475,22.04826,0.1785496,21.34103,0.04174055,21.33872,0.07819426,21.30626,0.08249249,20.56485,0.1717698,22.23142,0.1780946,21.34353,0.04171119,21.34007,0.07897548,21.30362,0.08265539,20.67001,0.1672379,22.23142,0.1780946,21.34103,0.04174055,21.34007,0.07897548,21.30626,0.08249249,20.56485,0.1717698,0.05626903,0.04384445,0.03033138,0.02253947,0.01676522,22.29213,21.28573,21.30975,21.28691,20.869,0,0,0,0
sdssj104722.99+045514.6,161.84579167,4.92072222,26.20772,0.3442632,22.04963,0.07408168,21.82923,0.08391412,21.44179,0.08125385,21.19038,0.2606087,26.02525,0.3816088,22.11964,0.07363768,21.89769,0.07956903,21.54156,0.07922294,21.10562,0.2212705,25.93065,0.4945297,22.33472,0.1056947,22.18847,0.1406913,21.87585,0.1464022,21.61505,0.4463722,25.45814,0.4537513,22.83012,0.1120577,22.69709,0.1492823,22.35082,0.1502873,21.8918,0.3623295,25.32723,2.297666,22.02813,0.3721371,21.37861,0.3625072,21.78003,0.3817069,23.72873,2.747912,26.13575,0.3429773,22.01129,0.073781,21.82923,0.08524869,21.42625,0.08118023,20.9358,0.2435794,26.13582,0.3429801,22.02727,0.07375843,21.85748,0.08515126,21.45618,0.08119842,20.91848,0.238005,26.13582,0.3429801,22.02727,0.07375843,21.83105,0.08524437,21.42625,0.08118023,20.91848,0.238005,0.1142622,0.08903235,0.06159217,0.04576958,0.03404416,26.09346,21.96059,21.76763,21.39602,21.15633,0,0,0,0
sdssj105324.11+445444.4,163.35045833,44.91233333,22.85292,0.3892974,21.68216,0.06636658,22.01237,0.1265641,21.54025,0.1251135,20.63067,0.2494748,22.82672,0.3606602,21.70249,0.07417452,22.08382,0.1237023,21.60861,0.1214404,20.70577,0.2521691,23.11746,0.4514417,22.06694,0.0821874,22.41011,0.1992706,22.01298,0.2154458,21.07713,0.3288705,23.47168,0.400312,22.55698,0.08753097,22.88303,0.2031691,22.42525,0.207969,21.56108,0.325378,22.87187,0.6688948,21.70197,0.1146106,22.2106,0.3074289,22.2103,0.4808953,20.66585,0.4214184,22.61395,0.538762,21.64609,0.06804301,22.01865,0.2364793,21.51707,0.1630501,20.48882,0.297814,22.53815,0.5382889,21.64712,0.06814136,22.01237,0.2384414,21.51402,0.1635653,20.44132,0.2984945,22.61395,0.538762,21.64609,0.06804301,22.01237,0.2384414,21.51402,0.1635653,20.48882,0.297814,0.06107259,0.04758735,0.03292071,0.02446361,0.01819643,22.79185,21.63458,21.97945,21.51579,20.61247,17.14,16.094,12.49,8.598
sdssj105344.18+395402.3,163.43408333,39.90063889,25.09569,0.8393638,21.67321,0.06031564,21.6265,0.07571913,21.4479,0.1005248,21.37283,0.3550223,25.05861,0.831735,21.69353,0.06184817,21.66194,0.08292451,21.47378,0.1094478,21.4036,0.9388863,25.32694,0.662354,21.9847,0.07042422,21.80007,0.1076271,21.61523,0.1491302,20.92528,1.022268,25.10329,0.485766,22.50166,0.07719338,22.31746,0.1160605,22.13253,0.1594112,21.52735,0.904117,24.7531,2.486317,21.43279,0.2119573,21.88134,0.3498244,21.91066,0.6039689,21.3924,1.356367,25.10028,3.440182,21.50591,0.06012654,21.62916,0.1132391,21.48024,0.1317279,21.23936,1.071704,25.1003,3.440265,21.61918,0.06019846,21.6265,0.1135218,21.48031,0.1317273,21.26964,1.069558,25.1003,3.440265,21.50591,0.06012654,21.6265,0.1135218,21.48024,0.1317279,21.23936,1.071704,0.05447515,0.04244667,0.02936441,0.0218209,0.01623074,25.04121,21.63077,21.59714,21.42608,21.3566,0,0,0,0
sdssj112343.18-010315.7,170.92991667,-1.05436111,24.114,1.025818,22.65432,0.1420342,21.74362,0.08536498,21.36477,0.0889263,21.03244,0.23992,23.81116,0.810183,22.73466,0.1364605,21.87024,0.08116984,21.46772,0.08239844,21.1051,0.219955,24.49275,1.118113,22.98999,0.2067995,22.21778,0.1545735,21.98063,0.1851142,21.63257,0.4716729,24.15929,0.6919213,23.46935,0.2104613,22.66419,0.1553373,22.36134,0.1744954,21.97072,0.396406,25.03867,1.519786,22.68915,0.225545,22.00284,0.1830389,21.91301,0.2782115,21.29364,0.5379746,24.00288,0.9507183,22.64803,0.1542001,21.74362,0.0934016,21.46763,0.08743995,21.00422,0.2576354,24.00248,0.9512905,22.6393,0.1541052,21.78212,0.09248868,21.47339,0.087423,21.1247,0.2525859,24.00248,0.9512905,22.6393,0.1541052,21.74362,0.0934016,21.47339,0.087423,21.0057,0.257601,0.2168298,0.1689523,0.1168804,0.08685469,0.06460393,23.89717,22.48536,21.62674,21.27791,20.96783,17.327,17.147,12.362,8.97
sdssj113351.03+400851.1,173.462625,40.14752778,23.47484,0.4409426,21.48366,0.04253067,21.38174,0.05258831,21.39494,0.08482395,21.25406,0.2492432,23.46385,0.3935422,21.512,0.04681439,21.40479,0.04928441,21.44129,0.0818684,21.2481,0.2298011,23.97049,0.6788679,21.84496,0.06010755,21.77122,0.0867496,21.70252,0.1464427,21.74795,0.4785706,24.1133,0.330096,22.32548,0.06445626,22.23021,0.08946352,22.20157,0.1540305,21.99273,0.3753291,23.55459,0.7812815,21.55136,0.06945524,21.576,0.1094049,21.32867,0.1722584,21.77665,0.7420242,22.72027,0.5947791,21.49165,0.05214091,21.38317,0.05413222,21.30954,0.09067114,21.14471,0.2944362,22.80831,0.586106,21.49328,0.0521288,21.38174,0.0542215,21.31843,0.09166363,21.13989,0.2944353,22.72027,0.5947791,21.49165,0.05214091,21.38174,0.0542215,21.31843,0.09166363,21.13989,0.2944353,0.079693,0.06209625,0.0429579,0.03192232,0.02374434,23.39514,21.42156,21.33878,21.36302,21.23032,17.809,16.88,12.375,8.781
sdssj114703.82+382727.2,176.76591667,38.45755556,22.33853,0.2737477,21.54618,0.06145636,21.59305,0.08502994,21.56364,0.1141145,20.96403,0.2371151,22.35899,0.2857659,21.64805,0.05923094,21.737,0.08411632,21.66175,0.1073588,20.94827,0.2003167,22.61254,0.3530531,21.99217,0.08837252,21.9494,0.1190103,21.97218,0.1716163,21.49978,0.3870667,23.04669,0.3203523,22.49749,0.09512435,22.46515,0.1278051,22.4898,0.1818547,21.86163,0.3360502,22.90679,0.9389701,21.50221,0.1218374,21.61053,0.1900633,21.31944,0.242449,21.06329,0.6426573,22.23193,0.3151446,21.58577,0.06103685,21.56883,0.1286967,21.5203,0.1194876,20.71891,0.2548779,22.34303,0.3131693,21.64021,0.06101831,21.59303,0.1287969,21.68155,0.1204076,21.0225,0.2464626,22.34303,0.3131693,21.58577,0.06103685,21.57534,0.1287292,21.5203,0.1194876,20.71891,0.2548779,0.1048286,0.08168177,0.05650707,0.04199081,0.03123344,22.2337,21.46449,21.53654,21.52165,20.93279,0,0,0,0
sdssj114753.29+313152.4,176.97204167,31.53122222,25.74553,0.7240793,22.65106,0.137403,21.80925,0.1083721,21.12985,0.0894814,20.82693,0.2437001,25.45604,0.8671911,22.66156,0.1368402,21.81336,0.1050383,21.14918,0.08949777,20.78593,0.2266355,24.71859,0.9739404,22.99262,0.1847019,22.17829,0.1389428,21.50806,0.1224641,21.1309,0.3225695,25.00172,0.6102911,23.50404,0.1931458,22.62041,0.139491,22.00628,0.1293327,21.58894,0.311674,25.89466,1.061683,22.63389,0.241665,22.35784,0.2984721,21.29841,0.1831434,20.57571,0.3627895,25.7403,0.7195458,22.50782,0.1424662,21.81128,0.1119907,21.0757,0.1019865,20.68234,0.2685291,25.74038,0.7195913,22.53248,0.1424699,21.80925,0.1119982,21.06408,0.102691,20.6463,0.2695114,25.74038,0.7195913,22.53248,0.1424699,21.80925,0.1119982,21.06408,0.102691,20.68234,0.2685291,0.09191339,0.0716183,0.04954521,0.0368174,0.02738538,25.65361,22.57944,21.7597,21.09303,20.79954,16.344,15.502,12.517,8.539
sdssj114856.13+012731.6,177.233875,1.45877778,23.40102,0.3379432,21.55162,0.04068442,21.66876,0.05717787,21.49691,0.06273046,21.11635,0.1548788,23.14771,0.2648606,21.57137,0.04539888,21.64393,0.05338576,21.47924,0.05970056,21.10152,0.1405789,23.05689,0.3643186,21.82168,0.06433254,22.26194,0.1409758,21.92145,0.1459811,21.21185,0.2750335,23.44384,0.3352689,22.31227,0.06922943,22.60277,0.1295427,22.32447,0.1408947,21.63425,0.2575307,23.51396,0.5426967,21.60158,0.05705038,22.09117,0.1399883,21.69567,0.129012,20.90009,0.2255262,23.38276,0.4509802,21.49215,0.08661735,21.66876,0.05717787,21.49741,0.06275371,20.8888,0.168113,23.37504,0.4522342,21.49532,0.08862998,21.66877,0.05717797,21.48892,0.06275909,20.85585,0.1708775,23.37504,0.4522342,21.49215,0.08661735,21.66876,0.05717787,21.49741,0.06275371,20.85585,0.1708775,0.09342858,0.07279892,0.05036196,0.03742433,0.02783683,23.30759,21.47882,21.61839,21.45949,21.08851,0,0,0,0
sdssj115039.48-005852.7,177.6645,-0.98130556,24.42662,0.634911,21.85988,0.06284702,21.81697,0.08680166,21.89764,0.1302708,21.69011,0.3905966,24.30158,0.609147,21.86147,0.06102413,21.82082,0.08443175,21.85205,0.13766,21.72992,0.3941491,24.56149,0.7558423,22.13854,0.09009872,22.18074,0.1426012,22.37925,0.1957137,22.14281,0.6171246,24.63329,0.5045349,22.64719,0.09709619,22.63636,0.1445187,22.76351,0.1536623,22.27995,0.4400008,23.10915,0.6323333,21.81744,0.1111519,21.86553,0.1808308,22.37361,0.4293693,22.22686,1.083453,21.34346,0.670108,21.6627,0.07091267,21.81687,0.1075958,21.89694,0.1754916,21.37929,0.4219909,22.65433,0.6175448,21.75111,0.06673867,21.81697,0.1075966,21.89679,0.1754852,21.52962,0.3994421,22.65433,0.6175448,21.6627,0.07091267,21.81697,0.1075966,21.89679,0.1754852,21.37929,0.4219909,0.08487414,0.06613335,0.04575075,0.03399771,0.02528805,24.34174,21.79375,21.77122,21.86365,21.66482,0,0,0,0
sdssj115335.78+051221.8,178.39908333,5.20605556,24.21377,0.5426364,21.45596,0.03805007,21.26807,0.04327528,21.52379,0.06922013,21.12068,0.1376737,24.20105,0.5290129,21.46335,0.03820367,21.29567,0.04299062,21.58451,0.06825284,21.22445,0.133371,23.20148,0.3742159,21.76881,0.06182775,21.57511,0.07439362,21.73359,0.1237977,21.37458,0.256893,23.93273,0.4097188,22.25636,0.06653146,22.05039,0.0781502,22.23602,0.1309367,21.79619,0.2362473,22.37678,0.2791126,21.49337,0.06391579,21.3305,0.08058582,21.38017,0.1241693,21.08694,0.2731816,19.75096,0.2772899,21.47347,0.04097412,21.26805,0.05422049,21.29252,0.06873333,20.91443,0.149612,21.95035,0.2837817,21.47323,0.04097354,21.26949,0.05420385,21.39779,0.06918701,20.92277,0.1501967,19.75096,0.2772899,21.47347,0.04097412,21.26805,0.05422049,21.29252,0.06873333,20.91443,0.149612,0.06671996,0.05198774,0.03596488,0.02672576,0.01987905,24.14705,21.40397,21.23211,21.49706,21.1008,17.011,16.899,12.053,8.842
sdssj115411.95+040556.4,178.54979167,4.099,25.11497,0.7841578,21.67404,0.06271764,21.28542,0.05922547,21.1721,0.06876224,21.59424,0.3340028,25.10668,0.7360622,21.71945,0.0958829,21.37633,0.1229496,21.22285,0.1282226,21.51854,0.3785335,22.9865,0.37724,21.69072,0.1078961,21.15626,0.1311505,20.95045,0.1303036,20.78952,0.2704261,23.80738,0.459327,22.31314,0.1279019,21.83056,0.1625548,21.64028,0.1353308,21.41943,0.3072574,24.70398,2.703895,21.51917,0.6088887,21.00134,0.6440057,20.95221,0.7130781,22.12474,2.291389,25.10072,6.703413,21.74043,0.06243322,21.28542,0.07266539,21.24769,0.07381703,21.6105,0.7620489,25.10064,6.702152,21.74097,0.06243278,21.32052,0.07151408,21.24771,0.07381736,21.61029,0.7621202,25.10072,6.703413,21.74097,0.06243278,21.28542,0.07266539,21.24771,0.07381736,21.61029,0.7621202,0.1039328,0.08098375,0.05602419,0.04163197,0.03096654,25.01104,21.59306,21.22939,21.13047,21.56327,16.109,15.496,11.891,8.862
